file,tags,secondary
573.png,['Lighted Beacon'],
574.png,['Marine Farm'],
575.png,['Marine Farm'],
576.png,['Marine Farm'],
577.png,['Marine Farm'],
578.png,['Marine Farm'],
579.png,['Marine Farm'],
580.png,['Marine Farm'],
581.png,['Marine Farm'],
582.png,['Marine Farm'],
583.png,['Marine Farm'],
584.png,['Danger Circle'],
585.png,['Danger Circle'],
593.png,['Danger Circle'],
594.png,['Danger Circle'],
602.png,"['Dangerous Wreck, Depth Unknown']",
603.png,"['Light Flare', 'Stranded Wreck']",light flare
604.png,['Pilot Station'],
605.png,['Danger Circle'],
606.png,['Underwater Hazard'],
607.png,['Danger Circle'],
608.png,['Underwater Hazard'],
609.png,"['Lattice Beacon', 'Cone topmark']",cone topmark
610.png,"['Radar Reflector', 'Can topmark', 'Lighted Beacon']",can topmark
611.png,"['Dangerous Wreck, Depth Unknown']",
612.png,"['Light Flare', 'Lattice Beacon']",light flare
613.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",can topmark
614.png,"['Light Flare', 'Lattice Beacon']",light flare
615.png,"['Can topmark', 'Lighted Beacon', 'Light Flare']",can topmark
616.png,"['Light Flare', 'Lighted Beacon', 'Cone topmark']",cone topmark
617.png,['Beacon'],
618.png,"['Beacon', 'Red']",
619.png,"['Beacon', 'Red']",
620.png,"['Green', 'Beacon']",
621.png,['Beacon'],
622.png,"['Pillar Buoy', 'Red']",
623.png,"['Green', 'Conical Buoy']",
624.png,"['Red', 'Pillar Buoy']",
625.png,"['Green', 'Conical Buoy']",
627.png,"['Dangerous Wreck, Depth Unknown']",
629.png,"['Dangerous Wreck, Depth Unknown']",
630.png,"['Light Flare', 'Yellow', 'Conical Buoy', 'Radar Reflector']",light flare
631.png,"['Conical Buoy', 'Light Flare', 'Yellow', 'Radar Reflector']",light flare
632.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
633.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
634.png,"['Light Flare', 'Lighted Beacon', 'Cone topmark', 'Radar Reflector']",cone topmark
635.png,"['Light Flare', 'Lighted Beacon', 'Cone topmark']",cone topmark
636.png,"['Light Flare', 'Lighted Beacon', 'Cone topmark', 'Radar Reflector']",cone topmark
637.png,"['Lighted Beacon', 'Light Flare', 'Radar Reflector', 'Cone topmark']",cone topmark
638.png,['Danger Circle'],
639.png,['Danger Circle'],
640.png,['Danger Circle'],
641.png,"['Light Flare', 'Conical Buoy', 'Orange']",light flare
642.png,"['Light Flare', 'Conical Buoy', 'Orange']",light flare
643.png,"['Conical Buoy', 'Light Flare', 'Orange']",light flare
644.png,"['Light Flare', 'Orange', 'Conical Buoy']",light flare
645.png,['Danger Circle'],
646.png,['Danger Circle'],
647.png,"['Dangerous Wreck, Depth Unknown']",
648.png,"['Dangerous Wreck, Depth Unknown']",
650.png,"['Light Flare', 'Red', 'Can topmark', 'Can Buoy']",can topmark
651.png,"['Light Flare', 'Green', 'Conical Buoy', 'Cone topmark']",cone topmark
652.png,"['Light Flare', 'Red', 'Can Buoy', 'Can topmark']",can topmark
653.png,['anchor symbol with white circle on top'],
654.png,['Reported Anchorage'],
655.png,['Reported Anchorage'],
656.png,['Reported Anchorage'],
657.png,['Danger Circle'],
658.png,['Danger Circle'],
659.png,"['Light Flare', 'Pillar Buoy', 'Black/Red/Black', 'Double ball topmark']",ball topmark
660.png,"['Light Flare', 'Black/Red/Black', 'Pillar Buoy', 'Double ball topmark']",ball topmark
661.png,"['Light Flare', 'Yellow', 'Pillar Buoy', '“X” topmark']",light flare
662.png,['Danger Circle'],
663.png,['Danger Circle'],
664.png,['Danger Circle'],
665.png,['Danger Circle'],
666.png,['Danger Circle'],
667.png,['Danger Circle'],
668.png,['Danger Circle'],
669.png,['Danger Circle'],
670.png,['Danger Circle'],
671.png,"['Light Flare', 'Stranded Wreck']",light flare
672.png,"['Light Flare', 'Stranded Wreck']",light flare
673.png,"['Light Flare', 'Stranded Wreck']",light flare
674.png,"['Light Flare', 'Stranded Wreck']",light flare
675.png,['Reported Anchorage'],
676.png,"['Dangerous Wreck, Depth Unknown']",
677.png,"['Dangerous Wreck, Depth Unknown']",
678.png,"['Dangerous Wreck, Depth Unknown']",
679.png,"['Dangerous Wreck, Depth Unknown']",
680.png,"['Pillar Buoy', 'Black/Red/Black', 'Light Flare', 'Double ball topmark']",ball topmark
681.png,"['Pillar Buoy', 'Black/Red/Black', 'Light Flare']",light flare
682.png,"['Dangerous Wreck, Depth Unknown']",
683.png,"['Light Flare', 'Black/Red/Black', 'Pillar Buoy', 'Double ball topmark']",ball topmark
684.png,"['Black/Red/Black', 'Light Flare', 'Pillar Buoy', 'Double ball topmark']",ball topmark
685.png,"['Green', 'Light Flare', 'Conical Buoy']",light flare
686.png,"['Position Circle', 'Light Flare', 'Red', 'Can Buoy']",light flare
687.png,"['Light Flare', 'Red', 'Can Buoy']",light flare
688.png,"['Dangerous Wreck, Depth Unknown']",
689.png,['Reported Anchorage'],
690.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Cone topmark']",cone topmark
691.png,"['Light Flare', 'Red', 'Pillar Buoy', None]",light flare
692.png,['Reported Anchorage'],
693.png,"['Light Flare', 'Major Light']",light flare
694.png,"['Major Light', 'Light Flare']",light flare
695.png,"['Major Light', 'Light Flare']",light flare
696.png,"['Major Light', 'Light Flare']",light flare
697.png,['Rock'],
698.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
699.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
700.png,"['Dangerous Wreck, Depth Unknown']",
701.png,"['Lighted Beacon', 'Radar Reflector']",radar reflector
702.png,['Isolated danger beacon on a paper chart'],
703.png,['Isolated danger beacon on a paper chart'],
704.png,['Stake Pole'],
705.png,"['Lighted Beacon', 'Cone topmark', 'Radar Reflector']",cone topmark
706.png,"['Lighted Beacon', 'Cone topmark', 'Radar Reflector']",cone topmark
707.png,"['Light Flare', 'Lattice Beacon']",light flare
708.png,"['Lattice Beacon', 'Light Flare']",light flare
709.png,"['Light Flare', 'Beacon Tower']",light flare
710.png,"['Light Flare', 'Beacon Tower']",light flare
711.png,"['Light Flare', 'Beacon Tower']",light flare
712.png,"['Light Flare', 'Lattice Beacon']",light flare
713.png,"['Red', 'Can topmark', 'Lighted Beacon']",can topmark
714.png,"['Light Flare', 'Lattice Beacon']",light flare
715.png,"['Lighted Beacon', 'Cone topmark']",cone topmark
716.png,"['Lighted Beacon', 'Can topmark']",can topmark
717.png,"['Conical Buoy', '“X” topmark']",
718.png,['Lighted Beacon'],
719.png,"['Lighted Beacon', 'Can topmark']",can topmark
720.png,"['Lighted Beacon', 'Cone topmark']",cone topmark
721.png,"['Lighted Beacon', 'Cone topmark']",cone topmark
722.png,"['Lighted Beacon', 'Can topmark']",can topmark
723.png,['Mooring Superbuoy'],
726.png,['Danger Circle'],
727.png,['Danger Circle'],
728.png,['Danger Circle'],
729.png,['Danger Circle'],
730.png,['Danger Circle'],
731.png,['Danger Circle'],
732.png,"['Danger Circle', 'Danger Circle']",
734.png,['Danger Circle'],
735.png,['Danger Circle'],
736.png,['Danger Circle'],
737.png,['Danger Circle'],
738.png,['Danger Circle'],
739.png,['Danger Circle'],
740.png,"['Underwater Hazard', 'Danger Circle']",
741.png,['Mooring Buoy'],
742.png,['Danger Circle'],
743.png,['Danger Circle'],
744.png,['Danger Circle'],
745.png,['Danger Circle'],
746.png,['Danger Circle'],
747.png,['Danger Circle'],
748.png,['Danger Circle'],
749.png,['Danger Circle'],
750.png,['Spherical Buoy with black-white pattern'],
751.png,['Danger Circle'],
754.png,['Danger Circle'],
755.png,['Danger Circle'],
756.png,['Danger Circle'],
757.png,['Danger Circle'],
758.png,"['Danger Circle', 'White']",
759.png,['Danger Circle'],
761.png,['Danger Circle'],
762.png,['Danger Circle'],
763.png,['Danger Circle'],
764.png,"['Danger Circle', 'White']",
765.png,['Danger Circle'],
766.png,['Danger Circle'],
767.png,['Danger Circle'],
768.png,['Mooring Buoy'],
769.png,['Danger Circle'],
770.png,['Danger Circle'],
771.png,['Danger Circle'],
772.png,['Danger Circle'],
773.png,['Danger Circle'],
774.png,['Danger Circle'],
775.png,['Danger Circle'],
776.png,['Danger Circle'],
777.png,['Mooring Buoy'],
778.png,['Danger Circle'],
779.png,['Danger Circle'],
780.png,['Danger Circle'],
781.png,['Danger Circle'],
782.png,['Danger Circle'],
783.png,['Underwater Hazard'],
784.png,"['Light Flare', 'Pillar Buoy', 'Cone topmark', 'Green']",cone topmark
785.png,"['Pillar Buoy', 'Green', 'Light Flare', 'Cone topmark']",cone topmark
786.png,"['Superbuoy', 'Green', 'Pillar Buoy', 'Cone topmark']",cone topmark
787.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Cone topmark']",cone topmark
788.png,['Foul Ground'],
789.png,['Foul Ground'],
790.png,['Foul Ground'],
791.png,['Foul Ground'],
792.png,['Foul Ground'],
793.png,['Foul Ground'],
794.png,['Foul Ground'],
795.png,['Stranded Wreck'],
796.png,['Stranded Wreck'],
797.png,['Stranded Wreck'],
798.png,['Stranded Wreck'],
799.png,['Stranded Wreck'],
800.png,"['Major Light', 'Light Flare']",light flare
801.png,"['Major Light', 'Light Flare']",light flare
802.png,"['Lighted Beacon', 'Cone topmark']",cone topmark
803.png,"['Lighted Beacon', 'Can topmark']",can topmark
804.png,['Lighted Beacon'],
805.png,"['Lighted Beacon', 'Can topmark']",can topmark
806.png,"['Lighted Beacon', 'Cone topmark']",cone topmark
807.png,['Lighted Beacon'],
808.png,['Lighted Beacon'],
809.png,['Lattice Beacon'],
810.png,"['Lattice Beacon', 'Cone topmark']",cone topmark
811.png,"['Lattice Beacon', 'Can topmark']",can topmark
812.png,['Stranded Wreck'],
813.png,"['Dangerous Wreck, Depth Unknown']",
814.png,['Masts'],
815.png,"['Submarine Cable', 'Power']",power
816.png,"['Submarine Cable', 'Power']",power
817.png,"['Submarine Cable', 'Power']",power
818.png,"['Submarine Cable', 'Power']",power
819.png,"['Light Flare', '“X” topmark', 'Pillar Buoy', 'Yellow']",light flare
820.png,['Prohibited Area Boundary'],
821.png,['Prohibited Area Boundary'],
822.png,"['Power', 'Submarine Cable']",power
823.png,"['Yellow', 'Pillar Buoy', '“X” topmark', 'Light Flare']",light flare
824.png,['Prohibited Area Boundary'],
825.png,['Prohibited Area Boundary'],
826.png,"['Light Flare', 'Beacon Tower']",light flare
827.png,"['Light Flare', 'Beacon Tower']",light flare
828.png,"['Light Flare', 'Beacon Tower']",light flare
829.png,"['Can Buoy', 'Can topmark', 'Red']",can topmark
830.png,"['Double ball topmark', 'Pillar Buoy', 'Black/Red']",ball topmark
831.png,"['Black/Red', 'Double ball topmark', 'Pillar Buoy']",ball topmark
832.png,"[None, 'Black/Red']",
833.png,"['Double ball topmark', 'Pillar Buoy', 'Black/Red']",ball topmark
834.png,"['Pillar Buoy', 'Double cone topmark points downwards', 'Yellow/Black']",cone topmark
835.png,"['Yellow/Black/Yellow', 'Double cone topmark points together', 'Pillar Buoy']",cone topmark
836.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
837.png,"['Light Flare', 'Lattice Beacon']",light flare
838.png,['Reported Anchorage'],
839.png,['Reported Anchorage'],
840.png,['Reported Anchorage'],
841.png,['Reported Anchorage'],
842.png,['Reported Anchorage'],
843.png,['Reported Anchorage'],
844.png,"['Dangerous Wreck, Depth Unknown']",
845.png,"['Dangerous Wreck, Depth Unknown']",
846.png,"['Dangerous Wreck, Depth Unknown']",
847.png,"['Dangerous Wreck, Depth Unknown']",
848.png,"['Dangerous Wreck, Depth Unknown']",
849.png,"['Dangerous Wreck, Depth Unknown']",
850.png,"['Dangerous Wreck, Depth Unknown']",
851.png,"['Dangerous Wreck, Depth Unknown']",
852.png,"['Dangerous Wreck, Depth Unknown']",
853.png,"['Dangerous Wreck, Depth Unknown']",
854.png,"['Dangerous Wreck, Depth Unknown']",
855.png,"['Dangerous Wreck, Depth Unknown']",
856.png,"['Dangerous Wreck, Depth Unknown']",
857.png,"['Dangerous Wreck, Depth Unknown']",
858.png,"['Dangerous Wreck, Depth Unknown']",
859.png,"['Dangerous Wreck, Depth Unknown']",
860.png,"['Dangerous Wreck, Depth Unknown']",
861.png,"['Dangerous Wreck, Depth Unknown']",
862.png,"['Dangerous Wreck, Depth Unknown']",
863.png,"['Dangerous Wreck, Depth Unknown']",
864.png,['Position of point feature'],
865.png,['Position of point feature'],
866.png,['Position of point feature'],
867.png,"['Dangerous Wreck, Depth Unknown']",
868.png,"['Yellow', '“X” topmark', 'Conical Buoy', 'Radar Reflector']",radar reflector
869.png,"['Yellow', '“X” topmark', 'Radar Reflector']",radar reflector
870.png,['Lighted Beacon'],
871.png,"['Yellow', 'Spherical Buoy', '“X” topmark']",
872.png,"['Yellow', '“X” topmark', 'Spherical Buoy']",
873.png,['Danger Circle'],
874.png,"['Dangerous Wreck, Depth Unknown']",
875.png,['Danger Circle'],
876.png,"['Dangerous Wreck, Depth Unknown']",
877.png,"['Can Buoy', 'Green', 'Can topmark']",can topmark
878.png,['Danger Circle'],
879.png,"['Red', 'Can Buoy', 'Can topmark']",can topmark
880.png,"['Dangerous Wreck, Depth Unknown']",
881.png,"['Black/Yellow', 'Can Buoy', 'Can topmark']",can topmark
882.png,['Danger Circle'],
883.png,"['Can Buoy', 'Can topmark', 'Red']",can topmark
884.png,"['Dangerous Wreck, Depth Unknown']",
885.png,['Stranded Wreck'],
886.png,['Stranded Wreck'],
887.png,['Danger Circle'],
888.png,['Danger Circle'],
889.png,['Danger Circle'],
890.png,['Stranded Wreck'],
891.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
892.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
893.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
894.png,"['Light Flare', 'Red', 'Can topmark', 'Conical Buoy']",can topmark
895.png,"['Black/Yellow', 'Conical Buoy', 'Cone topmark']",cone topmark
896.png,"['Light Flare', 'Conical Buoy', 'Can topmark']",can topmark
897.png,"['Green', 'Cone topmark', 'Conical Buoy']",cone topmark
898.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",can topmark
899.png,"['Conical Buoy', 'Green', 'Cone topmark']",cone topmark
900.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
901.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
902.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
903.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
904.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
905.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
906.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
907.png,"['Cone topmark', 'Conical Buoy', 'Green']",cone topmark
908.png,"['Conical Buoy', 'Light Flare', 'Red', 'Can topmark']",can topmark
909.png,"['Cone topmark', 'Green', 'Conical Buoy']",cone topmark
910.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
911.png,"['Cone topmark', 'Green', 'Conical Buoy']",cone topmark
912.png,"['Red', 'Light Flare', 'Can topmark', 'Conical Buoy']",can topmark
913.png,"['Conical Buoy', 'Cone topmark', 'Green']",cone topmark
914.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
915.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
916.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
917.png,"['Red', 'Conical Buoy', 'Cone topmark']",cone topmark
918.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
919.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
920.png,"['Conical Buoy', 'Light Flare', 'Red', 'Can topmark']",can topmark
921.png,"['Cone topmark', 'Green', 'Conical Buoy']",cone topmark
922.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
923.png,"['Conical Buoy', 'Cone topmark', 'Green']",cone topmark
924.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
925.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
926.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",can topmark
927.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
928.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
929.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
930.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
931.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
932.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",can topmark
933.png,"['Red', 'Conical Buoy', 'Cone topmark']",cone topmark
934.png,"['Conical Buoy', 'Light Flare', 'Red', 'Can topmark']",can topmark
935.png,"['Cone topmark', 'Green', 'Conical Buoy']",cone topmark
936.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",can topmark
937.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
938.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",can topmark
939.png,"['Cone topmark', 'Conical Buoy', 'Green']",cone topmark
940.png,"['Light Flare', 'Red', 'Can topmark', 'Conical Buoy']",can topmark
941.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
942.png,"['Conical Buoy', 'Light Flare', 'Red', 'Can topmark']",can topmark
943.png,"['Green', 'Conical Buoy', 'Cone topmark']",cone topmark
944.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",can topmark
945.png,"['Green', 'Cone topmark', 'Conical Buoy']",cone topmark
946.png,"['Red', 'Light Flare', 'Can topmark', 'Conical Buoy']",can topmark
947.png,"['Light Flare', 'Light Float']",light flare
948.png,['Spherical Buoy'],
949.png,['Spherical Buoy'],
950.png,['Spherical Buoy'],
951.png,['Barrel Buoy'],
952.png,"['Lighted Beacon', 'Cone topmark', 'Green']",cone topmark
953.png,"['Dangerous Wreck, Depth Unknown']",
954.png,"['Dangerous Wreck, Depth Unknown']",
955.png,"['Conical Buoy', 'Cone topmark', 'Green']",cone topmark
956.png,"['Conical Buoy', 'Cone topmark', 'Green']",cone topmark
957.png,"['Cone topmark', 'Conical Buoy', 'Green']",cone topmark
958.png,['Underwater Hazard'],
959.png,['Danger Circle'],
960.png,['Underwater Hazard'],
961.png,"['Can Buoy', 'Red']",
962.png,"['Can Buoy', 'Red']",
963.png,['Underwater Hazard'],
964.png,['Underwater Hazard'],
965.png,['Danger Circle'],
966.png,"['Dangerous Wreck, Depth Unknown']",
967.png,"['Dangerous Wreck, Depth Unknown']",
968.png,"['Dangerous Wreck, Depth Unknown']",
969.png,['Danger Circle'],
970.png,['Danger Circle'],
971.png,['Underwater Hazard'],
972.png,"['Light Flare', 'Red/White', 'Pillar Buoy', 'Ball topmark']",ball topmark
973.png,"['Light Flare', 'Moored Storage Tanker']",light flare
974.png,['Lighted Beacon'],
975.png,['Foul Ground'],
976.png,"['Lattice Beacon', 'Light Flare']",light flare
977.png,"['Light Flare', 'Lattice Beacon']",light flare
978.png,"['Light Flare', 'Lattice Beacon']",light flare
979.png,"['Dangerous Wreck, Depth Unknown']",
980.png,"['Light Flare', 'Major Light', 'Position Circle']",light flare
981.png,"['Light Flare', 'Position Circle', 'Major Light']",light flare
982.png,"['Position Circle', 'Light Flare', 'Major Light']",light flare
983.png,"['Major Light', 'Light Flare', 'Position Circle']",light flare
984.png,"['Light Flare', 'Position Circle', 'Major Light']",light flare
985.png,"['Light Flare', 'Position Circle', 'Major Light']",light flare
986.png,"['Light Flare', 'Position Circle', 'Major Light']",light flare
987.png,"['Light Flare', 'Position Circle', 'Major Light']",light flare
988.png,"['Light Flare', 'Position Circle', 'Major Light']",light flare
989.png,"['Light Flare', 'Position Circle', 'Major Light']",light flare
990.png,"['Dangerous Wreck, Depth Unknown']",
991.png,['Danger Circle'],
992.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
993.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
994.png,"['Dangerous Wreck, Depth Unknown']",
995.png,['Danger Circle'],
996.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
997.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
998.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
999.png,['Danger Circle'],
1000.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1001.png,['Danger Circle'],
1002.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1003.png,"['Dangerous Wreck, Depth Unknown']",
1004.png,['Danger Circle'],
1005.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1006.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1007.png,"['Light Flare', 'Red', 'Can Buoy']",light flare
1008.png,"['Light Flare', 'Red', 'Can Buoy']",light flare
1009.png,['Stranded Wreck'],
1010.png,['Stranded Wreck'],
1011.png,['Stranded Wreck'],
1012.png,['Stranded Wreck'],
1013.png,['Stranded Wreck'],
1014.png,['Stranded Wreck'],
1015.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1016.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1017.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1018.png,['Platform'],
1019.png,['Underwater Hazard'],
1020.png,['Danger Circle'],
1021.png,['Platform'],
1022.png,['Platform'],
1023.png,['Platform'],
1024.png,['Platform'],
1025.png,['Platform'],
1026.png,['Danger Circle'],
1027.png,['Mooring Buoy'],
1028.png,['Position of Point Feature'],
1029.png,"['Light Flare', 'Lattice Beacon']",light flare
1030.png,"['Light Flare', 'Lattice Beacon']",light flare
1031.png,"['Light Flare', 'Lattice Beacon']",light flare
1032.png,"['Light Flare', 'Lattice Beacon']",light flare
1033.png,"['Light Flare', 'Lattice Beacon']",light flare
1034.png,"['Light Flare', 'Lattice Beacon']",light flare
1035.png,"['Danger Circle', 'degrees']",
1036.png,['Danger Circle'],
1037.png,"['Underwater Hazard', 'degrees']",
1038.png,"['Danger Circle', 'degrees']",
1039.png,"['Danger Circle', 'degrees']",
1040.png,['Danger Circle'],
1041.png,['Danger Circle'],
1042.png,['Danger Circle'],
1043.png,['Danger Circle'],
1044.png,['Danger Circle'],
1045.png,['Danger Circle'],
1046.png,"['Danger Circle', 'degrees']",
1047.png,"['Danger Circle', 'degrees']",
1048.png,"['Danger Circle', 'degrees']",
1049.png,"['degrees', 'Danger Circle']",
1050.png,['Danger Circle'],
1051.png,['Danger Circle'],
1052.png,"['degrees', 'Danger Circle']",
1053.png,"['Danger Circle', 'degrees']",
1054.png,['Danger Circle'],
1055.png,['Danger Circle'],
1056.png,['Danger Circle'],
1057.png,['Danger Circle'],
1058.png,['Danger Circle'],
1059.png,['Danger Circle'],
1060.png,"['Danger Circle', 'degrees']",
1061.png,"['Danger Circle', 'degrees']",
1062.png,"['Danger Circle', 'degrees']",
1063.png,"['degrees', 'Danger Circle']",
1064.png,['Danger Circle'],
1065.png,['Danger Circle'],
1066.png,['Danger Circle'],
1067.png,['Danger Circle'],
1068.png,['Danger Circle'],
1069.png,['Danger Circle'],
1070.png,['Danger Circle'],
1071.png,"['Light Flare', 'Lattice Beacon']",light flare
1072.png,"['Light Flare', 'Lattice Beacon']",light flare
1073.png,"['Light Flare', 'Lattice Beacon']",light flare
1074.png,"['Lattice Beacon', 'Light Flare', 'Can topmark']",can topmark
1075.png,"['Cone topmark', 'Lattice Beacon', 'Light Flare']",cone topmark
1076.png,"['Light Flare', 'Lattice Beacon', 'Cone topmark']",cone topmark
1077.png,"['Light Flare', 'Can Buoy', 'Can topmark']",can topmark
1078.png,"['Light Flare', 'Conical Buoy', 'Cone topmark']",cone topmark
1079.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1080.png,"['Light Flare', 'Yellow', 'Pillar Buoy', 'Double cone topmark points upwards']",cone topmark
1081.png,['Stranded Wreck'],
1082.png,['Stranded Wreck'],
1083.png,['Stranded Wreck'],
1084.png,['Stranded Wreck'],
1085.png,['Stranded Wreck'],
1086.png,['Stranded Wreck'],
1087.png,['Stranded Wreck'],
1088.png,['Chimney'],
1089.png,['Chimney'],
1090.png,['Tower'],
1091.png,['Beacon'],
1092.png,['Chimney'],
1093.png,['Chimney'],
1094.png,['Conical Buoy'],
1095.png,['Beacon'],
1096.png,['Water Tower'],
1097.png,['Beacon'],
1098.png,['Chimney'],
1099.png,['Chimney'],
1100.png,['Tower'],
1101.png,['Beacon'],
1102.png,['Religious Building (Non-Christian)'],
1103.png,['Tower'],
1104.png,['Chimney'],
1105.png,"['Light Flare', 'Green', 'Cone topmark', 'Conical Buoy']",cone topmark
1106.png,"['Dangerous Wreck, Depth Unknown']",
1107.png,"['Dangerous Wreck, Depth Unknown']",
1108.png,['Danger Circle'],
1109.png,['Danger Circle'],
1110.png,['Danger Circle'],
1111.png,['Danger Circle'],
1112.png,['Danger Circle'],
1113.png,"['Green', 'Conical Buoy']",
1114.png,"['Conical Buoy', 'Red']",
1115.png,"['Green', 'Conical Buoy']",
1116.png,"['Conical Buoy', 'Red']",
1117.png,"['Conical Buoy', 'Green']",
1118.png,"['Red', 'Conical Buoy']",
1119.png,[None],
1120.png,['Platform'],
1121.png,['Platform'],
1122.png,['Platform'],
1123.png,['Platform'],
1124.png,"['Dangerous Wreck, Depth Unknown']",
1125.png,"['Dangerous Wreck, Depth Unknown']",
1126.png,"['Dangerous Wreck, Depth Unknown']",
1127.png,"['Dangerous Wreck, Depth Unknown']",
1128.png,"['Dangerous Wreck, Depth Unknown']",
1129.png,"['Dangerous Wreck, Depth Unknown']",
1130.png,"['Dangerous Wreck, Depth Unknown']",
1131.png,"['Dangerous Wreck, Depth Unknown']",
1132.png,"['Dangerous Wreck, Depth Unknown']",
1133.png,"['Dangerous Wreck, Depth Unknown']",
1134.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",can topmark
1135.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",can topmark
1136.png,"['Light Flare', None, 'Can topmark']",can topmark
1137.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",can topmark
1138.png,"['Light Flare', 'Lattice Beacon']",light flare
1139.png,"['Position of point feature', 'Double ball topmark']",ball topmark
1140.png,"['Double ball topmark', 'Position of point feature']",ball topmark
1141.png,"['Underwater Hazard', 'Red']",
1142.png,"['Underwater Hazard', 'Red']",
1143.png,"['Black/Yellow', 'Double cone topmark points upwards', 'Beacon']",cone topmark
1144.png,"['Black/Yellow', 'Double cone topmark points upwards', 'Beacon']",cone topmark
1145.png,"['Underwater Hazard', 'Red']",
1146.png,"['Double cone topmark points upwards', 'Beacon', 'Black/Yellow']",cone topmark
1147.png,"['Double cone topmark points upwards', 'Black/Yellow', 'Beacon']",cone topmark
1148.png,['Position of Point Feature'],
1149.png,['Position of Point Feature'],
1150.png,['Position of Point Feature'],
1151.png,"['White', 'Beacon', 'Ball topmark']",ball topmark
1152.png,['Position of Point Feature'],
1153.png,['Position of Point Feature'],
1154.png,"['Beacon represented as a star', 'Yellow', '“X” topmark', 'Radar Reflector']",radar reflector
1155.png,"['Yellow', 'Spar Buoy']",
1156.png,"['Yellow', 'Spar Buoy']",
