file,tags,primary
572.png,['Masts'],
573.png,['Lighted Beacon'],beacon
574.png,['Marine Farm'],
575.png,['Marine Farm'],
576.png,['Marine Farm'],
577.png,['Marine Farm'],
578.png,['Marine Farm'],
579.png,['Marine Farm'],
580.png,['Marine Farm'],
581.png,['Marine Farm'],
582.png,['Marine Farm'],
583.png,['Marine Farm'],
584.png,['Danger Circle'],
585.png,['Danger Circle'],
593.png,['Danger Circle'],
594.png,['Danger Circle'],
602.png,"['Dangerous Wreck, Depth Unknown']",
603.png,"['Light Flare', 'Stranded Wreck']",stranded wreck
604.png,['Pilot Station'],
605.png,['Danger Circle'],
606.png,['Underwater Hazard'],
607.png,['Danger Circle'],
608.png,['Underwater Hazard'],
609.png,"['Lattice Beacon', 'Cone topmark']",beacon
610.png,"['Radar Reflector', 'Can topmark', 'Lighted Beacon']",beacon
611.png,"['Dangerous Wreck, Depth Unknown']",
612.png,"['Light Flare', 'Lattice Beacon']",beacon
613.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",beacon
614.png,"['Light Flare', 'Lattice Beacon']",beacon
615.png,"['Can topmark', 'Lighted Beacon', 'Light Flare']",beacon
616.png,"['Light Flare', 'Lighted Beacon', 'Cone topmark']",beacon
617.png,['Beacon'],beacon
618.png,"['Beacon', 'Red']",beacon
619.png,"['Beacon', 'Red']",beacon
620.png,"['Green', 'Beacon']",beacon
621.png,['Beacon'],beacon
622.png,"['Pillar Buoy', 'Red']",
623.png,"['Green', 'Conical Buoy']",conical buoy
624.png,"['Red', 'Pillar Buoy']",
625.png,"['Green', 'Conical Buoy']",conical buoy
627.png,"['Dangerous Wreck, Depth Unknown']",
629.png,"['Dangerous Wreck, Depth Unknown']",
630.png,"['Light Flare', 'Yellow', 'Conical Buoy', 'Radar Reflector']",conical buoy
631.png,"['Conical Buoy', 'Light Flare', 'Yellow', 'Radar Reflector']",conical buoy
632.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
633.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
634.png,"['Light Flare', 'Lighted Beacon', 'Cone topmark', 'Radar Reflector']",beacon
635.png,"['Light Flare', 'Lighted Beacon', 'Cone topmark']",beacon
636.png,"['Light Flare', 'Lighted Beacon', 'Cone topmark', 'Radar Reflector']",beacon
637.png,"['Lighted Beacon', 'Light Flare', 'Radar Reflector', 'Cone topmark']",beacon
638.png,['Danger Circle'],
639.png,['Danger Circle'],
640.png,['Danger Circle'],
641.png,"['Light Flare', 'Conical Buoy', 'Orange']",conical buoy
642.png,"['Light Flare', 'Conical Buoy', 'Orange']",conical buoy
643.png,"['Conical Buoy', 'Light Flare', 'Orange']",conical buoy
644.png,"['Light Flare', 'Orange', 'Conical Buoy']",conical buoy
645.png,['Danger Circle'],
646.png,['Danger Circle'],
647.png,"['Dangerous Wreck, Depth Unknown']",
648.png,"['Dangerous Wreck, Depth Unknown']",
650.png,"['Light Flare', 'Red', 'Can topmark', 'Can Buoy']",can buoy
651.png,"['Light Flare', 'Green', 'Conical Buoy', 'Cone topmark']",conical buoy
652.png,"['Light Flare', 'Red', 'Can Buoy', 'Can topmark']",can buoy
653.png,['anchor symbol with white circle on top'],
654.png,['Reported Anchorage'],
655.png,['Reported Anchorage'],
656.png,['Reported Anchorage'],
657.png,['Danger Circle'],
658.png,['Danger Circle'],
659.png,"['Light Flare', 'Pillar Buoy', 'Black/Red/Black', 'Double ball topmark']",
660.png,"['Light Flare', 'Black/Red/Black', 'Pillar Buoy', 'Double ball topmark']",
661.png,"['Light Flare', 'Yellow', 'Pillar Buoy', '“X” topmark']",
662.png,['Danger Circle'],
663.png,['Danger Circle'],
664.png,['Danger Circle'],
665.png,['Danger Circle'],
666.png,['Danger Circle'],
667.png,['Danger Circle'],
668.png,['Danger Circle'],
669.png,['Danger Circle'],
670.png,['Danger Circle'],
671.png,"['Light Flare', 'Stranded Wreck']",stranded wreck
672.png,"['Light Flare', 'Stranded Wreck']",stranded wreck
673.png,"['Light Flare', 'Stranded Wreck']",stranded wreck
674.png,"['Light Flare', 'Stranded Wreck']",stranded wreck
675.png,['Reported Anchorage'],
676.png,"['Dangerous Wreck, Depth Unknown']",
677.png,"['Dangerous Wreck, Depth Unknown']",
678.png,"['Dangerous Wreck, Depth Unknown']",
679.png,"['Dangerous Wreck, Depth Unknown']",
680.png,"['Pillar Buoy', 'Black/Red/Black', 'Light Flare', 'Double ball topmark']",
681.png,"['Pillar Buoy', 'Black/Red/Black', 'Light Flare']",
682.png,"['Dangerous Wreck, Depth Unknown']",
683.png,"['Light Flare', 'Black/Red/Black', 'Pillar Buoy', 'Double ball topmark']",
684.png,"['Black/Red/Black', 'Light Flare', 'Pillar Buoy', 'Double ball topmark']",
685.png,"['Green', 'Light Flare', 'Conical Buoy']",conical buoy
686.png,"['Position Circle', 'Light Flare', 'Red', 'Can Buoy']",can buoy
687.png,"['Light Flare', 'Red', 'Can Buoy']",can buoy
688.png,"['Dangerous Wreck, Depth Unknown']",
689.png,['Reported Anchorage'],
690.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Cone topmark']",
691.png,"['Light Flare', 'Red', 'Pillar Buoy', None]",none
692.png,['Reported Anchorage'],
693.png,"['Light Flare', 'Major Light']",
694.png,"['Major Light', 'Light Flare']",
695.png,"['Major Light', 'Light Flare']",
696.png,"['Major Light', 'Light Flare']",
697.png,['Rock'],
698.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
699.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
700.png,"['Dangerous Wreck, Depth Unknown']",
701.png,"['Lighted Beacon', 'Radar Reflector']",beacon
702.png,['Isolated danger beacon on a paper chart'],beacon
703.png,['Isolated danger beacon on a paper chart'],beacon
704.png,['Stake Pole'],
705.png,"['Lighted Beacon', 'Cone topmark', 'Radar Reflector']",beacon
706.png,"['Lighted Beacon', 'Cone topmark', 'Radar Reflector']",beacon
707.png,"['Light Flare', 'Lattice Beacon']",beacon
708.png,"['Lattice Beacon', 'Light Flare']",beacon
709.png,"['Light Flare', 'Beacon Tower']",beacon
710.png,"['Light Flare', 'Beacon Tower']",beacon
711.png,"['Light Flare', 'Beacon Tower']",beacon
712.png,"['Light Flare', 'Lattice Beacon']",beacon
713.png,"['Red', 'Can topmark', 'Lighted Beacon']",beacon
714.png,"['Light Flare', 'Lattice Beacon']",beacon
715.png,"['Lighted Beacon', 'Cone topmark']",beacon
716.png,"['Lighted Beacon', 'Can topmark']",beacon
717.png,"['Conical Buoy', '“X” topmark']",conical buoy
718.png,['Lighted Beacon'],beacon
719.png,"['Lighted Beacon', 'Can topmark']",beacon
720.png,"['Lighted Beacon', 'Cone topmark']",beacon
721.png,"['Lighted Beacon', 'Cone topmark']",beacon
722.png,"['Lighted Beacon', 'Can topmark']",beacon
723.png,['Mooring Superbuoy'],superbuoy
726.png,['Danger Circle'],
727.png,['Danger Circle'],
728.png,['Danger Circle'],
729.png,['Danger Circle'],
730.png,['Danger Circle'],
731.png,['Danger Circle'],
732.png,"['Danger Circle', 'Danger Circle']",
734.png,['Danger Circle'],
735.png,['Danger Circle'],
736.png,['Danger Circle'],
737.png,['Danger Circle'],
738.png,['Danger Circle'],
739.png,['Danger Circle'],
740.png,"['Underwater Hazard', 'Danger Circle']",
741.png,['Mooring Buoy'],
742.png,['Danger Circle'],
743.png,['Danger Circle'],
744.png,['Danger Circle'],
745.png,['Danger Circle'],
746.png,['Danger Circle'],
747.png,['Danger Circle'],
748.png,['Danger Circle'],
749.png,['Danger Circle'],
750.png,['Spherical Buoy with black-white pattern'],
751.png,['Danger Circle'],
754.png,['Danger Circle'],
755.png,['Danger Circle'],
756.png,['Danger Circle'],
757.png,['Danger Circle'],
758.png,"['Danger Circle', 'White']",
759.png,['Danger Circle'],
761.png,['Danger Circle'],
762.png,['Danger Circle'],
763.png,['Danger Circle'],
764.png,"['Danger Circle', 'White']",
765.png,['Danger Circle'],
766.png,['Danger Circle'],
767.png,['Danger Circle'],
768.png,['Mooring Buoy'],
769.png,['Danger Circle'],
770.png,['Danger Circle'],
771.png,['Danger Circle'],
772.png,['Danger Circle'],
773.png,['Danger Circle'],
774.png,['Danger Circle'],
775.png,['Danger Circle'],
776.png,['Danger Circle'],
777.png,['Mooring Buoy'],
778.png,['Danger Circle'],
779.png,['Danger Circle'],
780.png,['Danger Circle'],
781.png,['Danger Circle'],
782.png,['Danger Circle'],
783.png,['Underwater Hazard'],
784.png,"['Light Flare', 'Pillar Buoy', 'Cone topmark', 'Green']",
785.png,"['Pillar Buoy', 'Green', 'Light Flare', 'Cone topmark']",
786.png,"['Superbuoy', 'Green', 'Pillar Buoy', 'Cone topmark']",superbuoy
787.png,"['Light Flare', 'Green', 'Pillar Buoy', 'Cone topmark']",
788.png,['Foul Ground'],
789.png,['Foul Ground'],
790.png,['Foul Ground'],
791.png,['Foul Ground'],
792.png,['Foul Ground'],
793.png,['Foul Ground'],
794.png,['Foul Ground'],
795.png,['Stranded Wreck'],stranded wreck
796.png,['Stranded Wreck'],stranded wreck
797.png,['Stranded Wreck'],stranded wreck
798.png,['Stranded Wreck'],stranded wreck
799.png,['Stranded Wreck'],stranded wreck
800.png,"['Major Light', 'Light Flare']",
801.png,"['Major Light', 'Light Flare']",
802.png,"['Lighted Beacon', 'Cone topmark']",beacon
803.png,"['Lighted Beacon', 'Can topmark']",beacon
804.png,['Lighted Beacon'],beacon
805.png,"['Lighted Beacon', 'Can topmark']",beacon
806.png,"['Lighted Beacon', 'Cone topmark']",beacon
807.png,['Lighted Beacon'],beacon
808.png,['Lighted Beacon'],beacon
809.png,['Lattice Beacon'],beacon
810.png,"['Lattice Beacon', 'Cone topmark']",beacon
811.png,"['Lattice Beacon', 'Can topmark']",beacon
812.png,['Stranded Wreck'],stranded wreck
813.png,"['Dangerous Wreck, Depth Unknown']",
814.png,['Masts'],
815.png,"['Submarine Cable', 'Power']",submarine cable
816.png,"['Submarine Cable', 'Power']",submarine cable
817.png,"['Submarine Cable', 'Power']",submarine cable
818.png,"['Submarine Cable', 'Power']",submarine cable
819.png,"['Light Flare', '“X” topmark', 'Pillar Buoy', 'Yellow']",
820.png,['Prohibited Area Boundary'],prohibited area bound
821.png,['Prohibited Area Boundary'],prohibited area bound
822.png,"['Power', 'Submarine Cable']",submarine cable
823.png,"['Yellow', 'Pillar Buoy', '“X” topmark', 'Light Flare']",
824.png,['Prohibited Area Boundary'],prohibited area bound
825.png,['Prohibited Area Boundary'],prohibited area bound
826.png,"['Light Flare', 'Beacon Tower']",beacon
827.png,"['Light Flare', 'Beacon Tower']",beacon
828.png,"['Light Flare', 'Beacon Tower']",beacon
829.png,"['Can Buoy', 'Can topmark', 'Red']",can buoy
830.png,"['Double ball topmark', 'Pillar Buoy', 'Black/Red']",
831.png,"['Black/Red', 'Double ball topmark', 'Pillar Buoy']",
832.png,"[None, 'Black/Red']",none
833.png,"['Double ball topmark', 'Pillar Buoy', 'Black/Red']",
834.png,"['Pillar Buoy', 'Double cone topmark points downwards', 'Yellow/Black']",
835.png,"['Yellow/Black/Yellow', 'Double cone topmark points together', 'Pillar Buoy']",
836.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
837.png,"['Light Flare', 'Lattice Beacon']",beacon
838.png,['Reported Anchorage'],
839.png,['Reported Anchorage'],
840.png,['Reported Anchorage'],
841.png,['Reported Anchorage'],
842.png,['Reported Anchorage'],
843.png,['Reported Anchorage'],
844.png,"['Dangerous Wreck, Depth Unknown']",
845.png,"['Dangerous Wreck, Depth Unknown']",
846.png,"['Dangerous Wreck, Depth Unknown']",
847.png,"['Dangerous Wreck, Depth Unknown']",
848.png,"['Dangerous Wreck, Depth Unknown']",
849.png,"['Dangerous Wreck, Depth Unknown']",
850.png,"['Dangerous Wreck, Depth Unknown']",
851.png,"['Dangerous Wreck, Depth Unknown']",
852.png,"['Dangerous Wreck, Depth Unknown']",
853.png,"['Dangerous Wreck, Depth Unknown']",
854.png,"['Dangerous Wreck, Depth Unknown']",
855.png,"['Dangerous Wreck, Depth Unknown']",
856.png,"['Dangerous Wreck, Depth Unknown']",
857.png,"['Dangerous Wreck, Depth Unknown']",
858.png,"['Dangerous Wreck, Depth Unknown']",
859.png,"['Dangerous Wreck, Depth Unknown']",
860.png,"['Dangerous Wreck, Depth Unknown']",
861.png,"['Dangerous Wreck, Depth Unknown']",
862.png,"['Dangerous Wreck, Depth Unknown']",
863.png,"['Dangerous Wreck, Depth Unknown']",
864.png,['Position of point feature'],
865.png,['Position of point feature'],
866.png,['Position of point feature'],
867.png,"['Dangerous Wreck, Depth Unknown']",
868.png,"['Yellow', '“X” topmark', 'Conical Buoy', 'Radar Reflector']",conical buoy
869.png,"['Yellow', '“X” topmark', 'Radar Reflector']",
870.png,['Lighted Beacon'],beacon
871.png,"['Yellow', 'Spherical Buoy', '“X” topmark']",
872.png,"['Yellow', '“X” topmark', 'Spherical Buoy']",
873.png,['Danger Circle'],
874.png,"['Dangerous Wreck, Depth Unknown']",
875.png,['Danger Circle'],
876.png,"['Dangerous Wreck, Depth Unknown']",
877.png,"['Can Buoy', 'Green', 'Can topmark']",can buoy
878.png,['Danger Circle'],
879.png,"['Red', 'Can Buoy', 'Can topmark']",can buoy
880.png,"['Dangerous Wreck, Depth Unknown']",
881.png,"['Black/Yellow', 'Can Buoy', 'Can topmark']",can buoy
882.png,['Danger Circle'],
883.png,"['Can Buoy', 'Can topmark', 'Red']",can buoy
884.png,"['Dangerous Wreck, Depth Unknown']",
885.png,['Stranded Wreck'],stranded wreck
886.png,['Stranded Wreck'],stranded wreck
887.png,['Danger Circle'],
888.png,['Danger Circle'],
889.png,['Danger Circle'],
890.png,['Stranded Wreck'],stranded wreck
891.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
892.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
893.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
894.png,"['Light Flare', 'Red', 'Can topmark', 'Conical Buoy']",conical buoy
895.png,"['Black/Yellow', 'Conical Buoy', 'Cone topmark']",conical buoy
896.png,"['Light Flare', 'Conical Buoy', 'Can topmark']",conical buoy
897.png,"['Green', 'Cone topmark', 'Conical Buoy']",conical buoy
898.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",conical buoy
899.png,"['Conical Buoy', 'Green', 'Cone topmark']",conical buoy
900.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
901.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
902.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
903.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
904.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
905.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
906.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
907.png,"['Cone topmark', 'Conical Buoy', 'Green']",conical buoy
908.png,"['Conical Buoy', 'Light Flare', 'Red', 'Can topmark']",conical buoy
909.png,"['Cone topmark', 'Green', 'Conical Buoy']",conical buoy
910.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
911.png,"['Cone topmark', 'Green', 'Conical Buoy']",conical buoy
912.png,"['Red', 'Light Flare', 'Can topmark', 'Conical Buoy']",conical buoy
913.png,"['Conical Buoy', 'Cone topmark', 'Green']",conical buoy
914.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
915.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
916.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
917.png,"['Red', 'Conical Buoy', 'Cone topmark']",conical buoy
918.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
919.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
920.png,"['Conical Buoy', 'Light Flare', 'Red', 'Can topmark']",conical buoy
921.png,"['Cone topmark', 'Green', 'Conical Buoy']",conical buoy
922.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
923.png,"['Conical Buoy', 'Cone topmark', 'Green']",conical buoy
924.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
925.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
926.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",conical buoy
927.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
928.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
929.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
930.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
931.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
932.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",conical buoy
933.png,"['Red', 'Conical Buoy', 'Cone topmark']",conical buoy
934.png,"['Conical Buoy', 'Light Flare', 'Red', 'Can topmark']",conical buoy
935.png,"['Cone topmark', 'Green', 'Conical Buoy']",conical buoy
936.png,"['Light Flare', 'Red', 'Conical Buoy', 'Can topmark']",conical buoy
937.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
938.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",conical buoy
939.png,"['Cone topmark', 'Conical Buoy', 'Green']",conical buoy
940.png,"['Light Flare', 'Red', 'Can topmark', 'Conical Buoy']",conical buoy
941.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
942.png,"['Conical Buoy', 'Light Flare', 'Red', 'Can topmark']",conical buoy
943.png,"['Green', 'Conical Buoy', 'Cone topmark']",conical buoy
944.png,"['Red', 'Light Flare', 'Conical Buoy', 'Can topmark']",conical buoy
945.png,"['Green', 'Cone topmark', 'Conical Buoy']",conical buoy
946.png,"['Red', 'Light Flare', 'Can topmark', 'Conical Buoy']",conical buoy
947.png,"['Light Flare', 'Light Float']",
948.png,['Spherical Buoy'],
949.png,['Spherical Buoy'],
950.png,['Spherical Buoy'],
951.png,['Barrel Buoy'],barrel buoy
952.png,"['Lighted Beacon', 'Cone topmark', 'Green']",beacon
953.png,"['Dangerous Wreck, Depth Unknown']",
954.png,"['Dangerous Wreck, Depth Unknown']",
955.png,"['Conical Buoy', 'Cone topmark', 'Green']",conical buoy
956.png,"['Conical Buoy', 'Cone topmark', 'Green']",conical buoy
957.png,"['Cone topmark', 'Conical Buoy', 'Green']",conical buoy
958.png,['Underwater Hazard'],
959.png,['Danger Circle'],
960.png,['Underwater Hazard'],
961.png,"['Can Buoy', 'Red']",can buoy
962.png,"['Can Buoy', 'Red']",can buoy
963.png,['Underwater Hazard'],
964.png,['Underwater Hazard'],
965.png,['Danger Circle'],
966.png,"['Dangerous Wreck, Depth Unknown']",
967.png,"['Dangerous Wreck, Depth Unknown']",
968.png,"['Dangerous Wreck, Depth Unknown']",
969.png,['Danger Circle'],
970.png,['Danger Circle'],
971.png,['Underwater Hazard'],
972.png,"['Light Flare', 'Red/White', 'Pillar Buoy', 'Ball topmark']",
973.png,"['Light Flare', 'Moored Storage Tanker']",moored storage tanker
974.png,['Lighted Beacon'],beacon
975.png,['Foul Ground'],
976.png,"['Lattice Beacon', 'Light Flare']",beacon
977.png,"['Light Flare', 'Lattice Beacon']",beacon
978.png,"['Light Flare', 'Lattice Beacon']",beacon
979.png,"['Dangerous Wreck, Depth Unknown']",
980.png,"['Light Flare', 'Major Light', 'Position Circle']",
981.png,"['Light Flare', 'Position Circle', 'Major Light']",
982.png,"['Position Circle', 'Light Flare', 'Major Light']",
983.png,"['Major Light', 'Light Flare', 'Position Circle']",
984.png,"['Light Flare', 'Position Circle', 'Major Light']",
985.png,"['Light Flare', 'Position Circle', 'Major Light']",
986.png,"['Light Flare', 'Position Circle', 'Major Light']",
987.png,"['Light Flare', 'Position Circle', 'Major Light']",
988.png,"['Light Flare', 'Position Circle', 'Major Light']",
989.png,"['Light Flare', 'Position Circle', 'Major Light']",
990.png,"['Dangerous Wreck, Depth Unknown']",
991.png,['Danger Circle'],
992.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
993.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
994.png,"['Dangerous Wreck, Depth Unknown']",
995.png,['Danger Circle'],
996.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
997.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
998.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
999.png,['Danger Circle'],
1000.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1001.png,['Danger Circle'],
1002.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1003.png,"['Dangerous Wreck, Depth Unknown']",
1004.png,['Danger Circle'],
1005.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1006.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1007.png,"['Light Flare', 'Red', 'Can Buoy']",can buoy
1008.png,"['Light Flare', 'Red', 'Can Buoy']",can buoy
1009.png,['Stranded Wreck'],stranded wreck
1010.png,['Stranded Wreck'],stranded wreck
1011.png,['Stranded Wreck'],stranded wreck
1012.png,['Stranded Wreck'],stranded wreck
1013.png,['Stranded Wreck'],stranded wreck
1014.png,['Stranded Wreck'],stranded wreck
1015.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1016.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1017.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1018.png,['Platform'],
1019.png,['Underwater Hazard'],
1020.png,['Danger Circle'],
1021.png,['Platform'],
1022.png,['Platform'],
1023.png,['Platform'],
1024.png,['Platform'],
1025.png,['Platform'],
1026.png,['Danger Circle'],
1027.png,['Mooring Buoy'],
1028.png,['Position of Point Feature'],
1029.png,"['Light Flare', 'Lattice Beacon']",beacon
1030.png,"['Light Flare', 'Lattice Beacon']",beacon
1031.png,"['Light Flare', 'Lattice Beacon']",beacon
1032.png,"['Light Flare', 'Lattice Beacon']",beacon
1033.png,"['Light Flare', 'Lattice Beacon']",beacon
1034.png,"['Light Flare', 'Lattice Beacon']",beacon
1035.png,"['Danger Circle', 'degrees']",
1036.png,['Danger Circle'],
1037.png,"['Underwater Hazard', 'degrees']",
1038.png,"['Danger Circle', 'degrees']",
1039.png,"['Danger Circle', 'degrees']",
1040.png,['Danger Circle'],
1041.png,['Danger Circle'],
1042.png,['Danger Circle'],
1043.png,['Danger Circle'],
1044.png,['Danger Circle'],
1045.png,['Danger Circle'],
1046.png,"['Danger Circle', 'degrees']",
1047.png,"['Danger Circle', 'degrees']",
1048.png,"['Danger Circle', 'degrees']",
1049.png,"['degrees', 'Danger Circle']",
1050.png,['Danger Circle'],
1051.png,['Danger Circle'],
1052.png,"['degrees', 'Danger Circle']",
1053.png,"['Danger Circle', 'degrees']",
1054.png,['Danger Circle'],
1055.png,['Danger Circle'],
1056.png,['Danger Circle'],
1057.png,['Danger Circle'],
1058.png,['Danger Circle'],
1059.png,['Danger Circle'],
1060.png,"['Danger Circle', 'degrees']",
1061.png,"['Danger Circle', 'degrees']",
1062.png,"['Danger Circle', 'degrees']",
1063.png,"['degrees', 'Danger Circle']",
1064.png,['Danger Circle'],
1065.png,['Danger Circle'],
1066.png,['Danger Circle'],
1067.png,['Danger Circle'],
1068.png,['Danger Circle'],
1069.png,['Danger Circle'],
1070.png,['Danger Circle'],
1071.png,"['Light Flare', 'Lattice Beacon']",beacon
1072.png,"['Light Flare', 'Lattice Beacon']",beacon
1073.png,"['Light Flare', 'Lattice Beacon']",beacon
1074.png,"['Lattice Beacon', 'Light Flare', 'Can topmark']",beacon
1075.png,"['Cone topmark', 'Lattice Beacon', 'Light Flare']",beacon
1076.png,"['Light Flare', 'Lattice Beacon', 'Cone topmark']",beacon
1077.png,"['Light Flare', 'Can Buoy', 'Can topmark']",can buoy
1078.png,"['Light Flare', 'Conical Buoy', 'Cone topmark']",conical buoy
1079.png,['Underwater Wreck of Unknown Depth and for Which Safe Clearance Cannot Be Estimated'],
1080.png,"['Light Flare', 'Yellow', 'Pillar Buoy', 'Double cone topmark points upwards']",
1081.png,['Stranded Wreck'],stranded wreck
1082.png,['Stranded Wreck'],stranded wreck
1083.png,['Stranded Wreck'],stranded wreck
1084.png,['Stranded Wreck'],stranded wreck
1085.png,['Stranded Wreck'],stranded wreck
1086.png,['Stranded Wreck'],stranded wreck
1087.png,['Stranded Wreck'],stranded wreck
1088.png,['Chimney'],
1089.png,['Chimney'],
1090.png,['Tower'],
1091.png,['Beacon'],beacon
1092.png,['Chimney'],
1093.png,['Chimney'],
1094.png,['Conical Buoy'],conical buoy
1095.png,['Beacon'],beacon
1096.png,['Water Tower'],
1097.png,['Beacon'],beacon
1098.png,['Chimney'],
1099.png,['Chimney'],
1100.png,['Tower'],
1101.png,['Beacon'],beacon
1102.png,['Religious Building (Non-Christian)'],
1103.png,['Tower'],
1104.png,['Chimney'],
1105.png,"['Light Flare', 'Green', 'Cone topmark', 'Conical Buoy']",conical buoy
1106.png,"['Dangerous Wreck, Depth Unknown']",
1107.png,"['Dangerous Wreck, Depth Unknown']",
1108.png,['Danger Circle'],
1109.png,['Danger Circle'],
1110.png,['Danger Circle'],
1111.png,['Danger Circle'],
1112.png,['Danger Circle'],
1113.png,"['Green', 'Conical Buoy']",conical buoy
1114.png,"['Conical Buoy', 'Red']",conical buoy
1115.png,"['Green', 'Conical Buoy']",conical buoy
1116.png,"['Conical Buoy', 'Red']",conical buoy
1117.png,"['Conical Buoy', 'Green']",conical buoy
1118.png,"['Red', 'Conical Buoy']",conical buoy
1119.png,[None],none
1120.png,['Platform'],
1121.png,['Platform'],
1122.png,['Platform'],
1123.png,['Platform'],
1124.png,"['Dangerous Wreck, Depth Unknown']",
1125.png,"['Dangerous Wreck, Depth Unknown']",
1126.png,"['Dangerous Wreck, Depth Unknown']",
1127.png,"['Dangerous Wreck, Depth Unknown']",
1128.png,"['Dangerous Wreck, Depth Unknown']",
1129.png,"['Dangerous Wreck, Depth Unknown']",
1130.png,"['Dangerous Wreck, Depth Unknown']",
1131.png,"['Dangerous Wreck, Depth Unknown']",
1132.png,"['Dangerous Wreck, Depth Unknown']",
1133.png,"['Dangerous Wreck, Depth Unknown']",
1134.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",beacon
1135.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",beacon
1136.png,"['Light Flare', None, 'Can topmark']",none
1137.png,"['Light Flare', 'Lattice Beacon', 'Can topmark']",beacon
1138.png,"['Light Flare', 'Lattice Beacon']",beacon
1139.png,"['Position of point feature', 'Double ball topmark']",
1140.png,"['Double ball topmark', 'Position of point feature']",
1141.png,"['Underwater Hazard', 'Red']",
1142.png,"['Underwater Hazard', 'Red']",
1143.png,"['Black/Yellow', 'Double cone topmark points upwards', 'Beacon']",beacon
1144.png,"['Black/Yellow', 'Double cone topmark points upwards', 'Beacon']",beacon
1145.png,"['Underwater Hazard', 'Red']",
1146.png,"['Double cone topmark points upwards', 'Beacon', 'Black/Yellow']",beacon
1147.png,"['Double cone topmark points upwards', 'Black/Yellow', 'Beacon']",beacon
1148.png,['Position of Point Feature'],
1149.png,['Position of Point Feature'],
1150.png,['Position of Point Feature'],
